RECID=R2012111540000002	辵	chuò
RECID=R2012111540001735	退押	tuì yā
RECID=R2012111540001736	退坡	tuì pō
RECID=R2012111540001737	退转	tuì zhuǎn
RECID=R2012111540001738	退味	tuì wèi
RECID=R2012111540001739	退版	tuì bǎn
RECID=R2012111540001740	退货	tuì huò
RECID=R2012111540001741	退股	tuì gǔ
RECID=R2012111540001742	退学	tuì xué
RECID=R2012111540001743	退居	tuì jū
RECID=R2012111540001744	退保	tuì bǎo
RECID=R2012111540001745	退鬼	tuì guǐ
RECID=R2012111540001746	退食	tuì shí
RECID=R2012111540001747	退庭	tuì tíng
RECID=R2012111540001748	退亲	tuì qīn
RECID=R2012111540001749	退养	tuì yǎng
RECID=R2012111540001750	退院	tuì yuàn
RECID=R2012111540001751	退耕	tuì gēng
RECID=R2012111540001752	退班	tuì bān
RECID=R2012111540001753	退热	tuì rè
RECID=R2012111540001754	退校	tuì xiào
RECID=R2012111540001755	退租	tuì zū
RECID=R2012111540001756	退席	tuì xí
RECID=R2012111540001757	退凉	tuì liáng
RECID=R2012111540001758	退烧	tuì shāo
RECID=R2012111540001759	退课	tuì kè
RECID=R2012111540001760	退职	tuì zhí
RECID=R2012111540001761	退萎	tuì wěi
RECID=R2012111540001762	退梢	tuì shāo
RECID=R2012111540001763	退票	tuì piào
RECID=R2012111540001764	退堂	tuì táng
RECID=R2012111540001765	退婴	tuì yīng
RECID=R2012111540001766	退减	tuì jiǎn
RECID=R2012111540001767	退隐	tuì yǐn
RECID=R2012111540001768	退婚	tuì hūn
RECID=R2012111540001769	退款	tuì kuǎn
RECID=R2012111540001770	退散	tuì sàn
RECID=R2012111540001771	退落	tuì luò
RECID=R2012111540001772	退朝	tuì cháo
RECID=R2012111540001773	退赔	tuì péi
RECID=R2012111540001774	退税	tuì shuì
RECID=R2012111540001775	退然	tuì rán
RECID=R2012111540001776	退路	tuì lù
RECID=R2012111540001777	退艄	tuì shāo
RECID=R2012111540001778	退撄	tuì yīng
RECID=R2012111540001779	退磁	tuì cí
RECID=R2012111540001780	退缩	tuì suō
RECID=R2012111540001781	退槽	tuì cáo
RECID=R2012111540001782	退稿	tuì gǎo
RECID=R2012111540001783	退膘	tuì biāo
RECID=R2012111540001784	退膛	tuì táng
RECID=R2012111540001785	退潮	tuì cháo
RECID=R2012111540001786	退避	tuì bì
RECID=R2012111540001787	退避三舍	tuì bì sān shè
RECID=R2012111540001788	退藏	tuì cáng
RECID=R2012111540001789	逊	xùn
RECID=R2012111540001790	逊让	xùn ràng
RECID=R2012111540001791	逊色	xùn sè
RECID=R2012111540001792	逊位	xùn wèi
RECID=R2012111540001793	逊顺	xùn shùn
RECID=R2012111540001794	逊清	xùn qīng
RECID=R2012111540001795	逊朝	xùn cháo
RECID=R2012111540001796	逊谢	xùn xiè
RECID=R2012111540001797	逝	shì
RECID=R2012111540001798	逝川	shì chuān
RECID=R2012111540001799	逝世	shì shì
RECID=R2012111540001800	逝灭	shì miè
RECID=R2012111540001801	逝年	shì nián
RECID=R2012111540001802	逝波	shì bō
RECID=R2012111540001803	逑	qiú
RECID=R2012111540001804	逋	bū
RECID=R2012111540001805	逋亡	bū wáng
RECID=R2012111540001806	逋荡	bū dàng
RECID=R2012111540001807	逋逃	bū táo
RECID=R2012111540001808	逋逃薮	bū táo sǒu
RECID=R2012111540001809	逋客	būkè
RECID=R2012111540001810	逋峭	bū qiào
RECID=R2012111540001811	速	sù
RECID=R2012111540001812	速比	sù bǐ
RECID=R2012111540001813	速印机	sù yìn jī
RECID=R2012111540001814	速写	sù xiě
RECID=R2012111540001815	速写画	sù xiě huà
RECID=R2012111540001816	速写图	sù xiě tú
RECID=R2012111540001817	速记	sù jì
RECID=R2012111540001818	速朽	sù xiǔ
RECID=R2012111540001819	速成	sù chéng
RECID=R2012111540001820	速成班	sù chéng bān
RECID=R2012111540001821	速件	sù jiàn
RECID=R2012111540001822	速决	sù jué
RECID=R2012111540001823	速决战	sù jué zhàn
RECID=R2012111540001824	速冻	sù dòng
RECID=R2012111540001825	速泡面	sù pào miàn
RECID=R2012111540001826	速战速决	sù zhàn sù jué
RECID=R2012111540001827	速食店	sù shí diàn
RECID=R2012111540001828	速食面	sù shí miàn
RECID=R2012111540001829	速胜	sù shèng
RECID=R2012111540001830	速度	sù dù
RECID=R2012111540001831	速速	sù sù
RECID=R2012111540001832	速效	sù xiào
RECID=R2012111540001833	速效肥料	sù xiào féi liào
RECID=R2012111540001834	速递	sù dì
RECID=R2012111540001835	速率	sù lǜ
RECID=R2012111540001836	速断	sù duàn
RECID=R2012111540001837	速就	sù jiù
RECID=R2012111540001838	速溶茶	sù róng chá
RECID=R2012111540001839	速算	sù suàn
RECID=R2012111540001840	逗	dòu
RECID=R2012111540001841	逗人	dòu rén
RECID=R2012111540001842	逗五逗六	dòu wǔ dòu liù
RECID=R2012111540001843	逗气	dòu qì
RECID=R2012111540001844	逗引	dòu yǐn
RECID=R2012111540001845	逗号	dòu hào
RECID=R2012111540001846	逗乐	dòu lè
RECID=R2012111540001847	逗乐子	dòu lè zi
RECID=R2012111540001848	逗头	dòu tóu
RECID=R2012111540001849	逗弄	dòu nong
RECID=R2012111540001850	逗闷子	dòu mèn zi
RECID=R2012111540001851	逗拢	dòu lǒng
RECID=R2012111540001852	逗殴	dòu ōu
RECID=R2012111540001853	逗贫	dòu pín
RECID=R2012111540001854	逗闹	dòu nào
RECID=R2012111540001855	逗耍方	dòu shuǎ fāng
RECID=R2012111540001856	逗点	dòu diǎn
RECID=R2012111540001857	逗哏	dòu gén
RECID=R2012111540001858	逗逗落落	dòu dòu luò luò
RECID=R2012111540001859	逗笑	dòu xiào
RECID=R2012111540001860	逗留	dòu liú
RECID=R2012111540001861	逗菜	dòu cài
RECID=R2012111540001862	逗硬	dòu yìng
RECID=R2012111540001863	逗遛	dòu liú
RECID=R2012111540001864	逗趣	dòu qù
RECID=R2012111540001865	逗嘴	dòu zuǐ
RECID=R2012111540001866	逗嘴皮子	dòu zuǐ pí zi
RECID=R2012111540001867	逗嚷	dòu rǎng
RECID=R2012111540001868	逗露	dòu lù
RECID=R2012111540001869	逦	lǐ
RECID=R2012111540001870	逦迤	lǐ yí
RECID=R2012111540001871	逐	zhú
RECID=R2012111540001872	逐一	zhú yī
RECID=R2012111540001873	逐个儿	zhú gèr
RECID=R2012111540001874	逐月	zhú yuè
RECID=R2012111540001875	逐北	zhú běi
RECID=R2012111540001876	逐句	zhú jù
RECID=R2012111540001877	逐年	zhú nián
RECID=R2012111540001878	逐次	zhú cì
RECID=R2012111540001879	逐字	zhú zì
RECID=R2012111540001880	逐字逐句	zhú zì zhú jù
RECID=R2012111540001881	逐步	zhú bù
RECID=R2012111540001882	逐放	zhú fàng
RECID=R2012111540001883	逐食	zhú shí
RECID=R2012111540001884	逐客	zhú kè
RECID=R2012111540001885	逐客令	zhú kè lìng
RECID=R2012111540001886	逐逐	zhú zhú
RECID=R2012111540001887	逐鹿	zhú lù
RECID=R2012111540001888	逐渐	zhú jiàn
RECID=R2012111540001889	逐熟	zhú shú
RECID=R2012111540001890	逍	xiāo
RECID=R2012111540001891	逍遥	xiāo yáo
RECID=R2012111540001892	逍遥自在	xiāo yáo zì zài
RECID=R2012111540001893	逍遥事外	xiāo yáo shì wài
RECID=R2012111540001894	逍遥法外	xiāo yáo fǎ wài
RECID=R2012111540001895	逍遥椅	xiāo yáo yǐ
RECID=R2012111540001896	逍遥游	xiāo yáo yóu
RECID=R2012111540001897	逞	chěng
RECID=R2012111540001898	逞刁	chěng diāo
RECID=R2012111540001899	逞才	chěng cái
RECID=R2012111540001900	逞气	chěng qì
RECID=R2012111540001901	逞凶	chěng xiōng
RECID=R2012111540001902	逞风	chěng fēng
RECID=R2012111540001903	逞心	chěng xīn
RECID=R2012111540001904	逞心如意	chěng xīn rú yì
RECID=R2012111540001905	逞巧	chěng qiǎo
RECID=R2012111540001906	逞兴	chěng xìng
RECID=R2012111540001907	逞弄	chěng nòng
RECID=R2012111540001908	逞角色	chěng jué sè
RECID=R2012111540001909	逞势	chěng shì
RECID=R2012111540001910	逞性	chěng xìng
RECID=R2012111540001911	逞威	chěng wēi
RECID=R2012111540001912	逞虐	chěng nüè
RECID=R2012111540001913	逞胜	chěng shèng
RECID=R2012111540001914	逞酒	chěng jiǔ
RECID=R2012111540001915	逞能	chěng néng
RECID=R2012111540001916	逞博	chěng bó
RECID=R2012111540001917	逞雄	chěng xióng
RECID=R2012111540001918	逞强	chěng qiáng
RECID=R2012111540001919	逞强好胜	chěng qiáng hào shèng
RECID=R2012111540001920	逞强称能	chěng qiáng chēng néng
RECID=R2012111540001921	逞想	chěng xiǎng
RECID=R2012111540001922	逞暴	chěng bào
RECID=R2012111540001923	逞嘴	chěng zuǐ
RECID=R2012111540001924	逞臆	chěng yì
RECID=R2012111540001925	造	zào
RECID=R2012111540001926	造口孽	zào kǒu niè
RECID=R2012111540001927	造山运动	zào shān yùn dòng
RECID=R2012111540001928	造化	zào huà;zào hua
RECID=R2012111540001929	造化儿	zào huà ér
RECID=R2012111540001930	造化小儿	zào huà xiǎo ér
RECID=R2012111540001931	造化主	zào huà zhǔ
RECID=R2012111540001932	造反	zào fǎn
RECID=R2012111540001933	造反派	zào fǎn pài
RECID=R2012111540001934	造田	zào tián
RECID=R2012111540001935	造句	zào jù
RECID=R2012111540001936	造册	zào cè
RECID=R2012111540001937	造因	zào yīn
RECID=R2012111540001938	造价	zào jià
RECID=R2012111540001939	造血	zào xuè
RECID=R2012111540001940	造次	zào cì
RECID=R2012111540001941	造产	zào chǎn
RECID=R2012111540001942	造访	zào fǎng
RECID=R2012111540001943	造形	zào xíng
RECID=R2012111540001944	造乱	zào luàn
RECID=R2012111540001945	造作	zào zuò;zào zuo
RECID=R2012111540001946	造作矫揉	zào zuo jiǎo róu
RECID=R2012111540001947	造陆运动	zào lù yùn dòng
RECID=R2012111540001948	造林	zào lín
RECID=R2012111540001949	造具	zào jù
RECID=R2012111540001950	造国	zào guó
RECID=R2012111540001951	造物	zào wù
RECID=R2012111540001952	造物主	zào wù zhǔ
RECID=R2012111540001953	造物者	zào wù zhě
RECID=R2012111540001954	造饰	zào shì
RECID=R2012111540001955	造诣	zào yì
RECID=R2012111540001956	造型	zào xíng
RECID=R2012111540001957	造型艺术	zào xíng yì shù
RECID=R2012111540001958	造茧自缚	zào jiǎn zì fù
RECID=R2012111540001959	造派	zào pài
RECID=R2012111540001960	造语	zào yǔ
RECID=R2012111540001961	造说	zào shuō
RECID=R2012111540001962	造耗	zào hào
RECID=R2012111540001963	造恶	zào è
RECID=R2012111540001964	造爱	zào ài
RECID=R2012111540001965	造病	zào bìng
RECID=R2012111540001966	造害	zào hài
RECID=R2012111540001967	造假	zào jiǎ
RECID=R2012111540001968	造船坞	zào chuán wū
RECID=R2012111540001969	造祸	zào huò
RECID=R2012111540001970	造揉	zào róu
RECID=R2012111540001971	造厨	zào chú
RECID=R2012111540001972	造铸	zào zhù
RECID=R2012111540001973	造就	zào jiù
RECID=R2012111540001974	造谣	zào yáo
RECID=R2012111540001975	造谣生事	zào yáo shēng shì
RECID=R2012111540001976	造谣生非	zào yáo shēng fēi
RECID=R2012111540001977	造谣惑众	zào yáo huò zhòng
RECID=R2012111540001978	造想	zào xiǎng
RECID=R2012111540001979	造罪	zào zuì
RECID=R2012111540001980	造像	zào xiàng
RECID=R2012111540001981	造意	zào yì
RECID=R2012111540001982	造福	zào fú
RECID=R2012111540001983	造模	zào mó
RECID=R2012111540001984	造端	zào duān
RECID=R2012111540001985	造影	zào yǐng
RECID=R2012111540001986	造孽	zào niè
RECID=R2012111540001987	造魔	zào mó
RECID=R2012111540001988	透	tòu
RECID=R2012111540001989	透力	tòu lì
RECID=R2012111540001990	透子	tòu zi
RECID=R2012111540001991	透支	tòu zhī
RECID=R2012111540001992	透切	tòu qiè
RECID=R2012111540001993	透气	tòu qì
RECID=R2012111540001994	透风	tòu fēng
RECID=R2012111540001995	透心	tòu xīn
RECID=R2012111540001996	透示	tòu shì
RECID=R2012111540001997	透平	tòu píng
RECID=R2012111540001998	透平机	tòu píng jī
RECID=R2012111540001999	透达	tòu dá
RECID=R2012111540002000	透汗	tòu hàn
RECID=R2012111540002001	透彻	tòu chè
RECID=R2012111540002002	透现	tòu xiàn
RECID=R2012111540002003	透顶	tòu dǐng
RECID=R2012111540002004	透析	tòu xī
RECID=R2012111540002005	透雨	tòu yǔ
RECID=R2012111540002006	透明	tòu míng
RECID=R2012111540002007	透明体	tòu míng tǐ
RECID=R2012111540002008	透明度	tòu míng dù
RECID=R2012111540002009	透明胶	tòu míng jiāo
RECID=R2012111540002010	透物电光	tòu wù diàn guāng X
RECID=R2012111540002011	透夜	tòu yè
RECID=R2012111540002012	透底	tòu dǐ
RECID=R2012111540002013	透河井	tòu hé jǐng
RECID=R2012111540002014	透视	tòu shì
RECID=R2012111540002015	透视图	tòu shì tú
RECID=R2012111540002016	透话	tòu huà
RECID=R2012111540002017	透映	tòu yìng
RECID=R2012111540002018	透骨	tòu gǔ
RECID=R2012111540002019	透亮	tòu liàng
RECID=R2012111540002020	透亮儿	tòu liàngr
RECID=R2012111540002021	透热疗法	tòu rè liáo fǎ
RECID=R2012111540002022	透射	tòu shè
RECID=R2012111540002023	透射波	tòu shè bō
RECID=R2012111540002024	透息	tòu xī
RECID=R2012111540002025	透眼儿	tòu yǎnr
RECID=R2012111540002026	透脱	tòu tuō
RECID=R2012111540002027	透晰	tóu xī
RECID=R2012111540002028	透腔	tóu qiāng
RECID=R2012111540002029	透溜儿	tòu liur
RECID=R2012111540002030	透辟	tòu pì
RECID=R2012111540002031	透墒	tòu shāng
RECID=R2012111540002032	透漏	tòu lòu
RECID=R2012111540002033	透熟	tòu shú
RECID=R2012111540002034	透澈	tòu chè
RECID=R2012111540002035	透镜	tòu jìng
RECID=R2012111540002036	透雕	tòu diāo
RECID=R2012111540002037	透露	tòu lù
RECID=R2012111540002038	途	tú
RECID=R2012111540002039	途人	tú rén
RECID=R2012111540002040	途术	tú shù
RECID=R2012111540002041	途次	tú cì
RECID=R2012111540002042	途穷	tú qióng
RECID=R2012111540002043	途径	tú jìng
RECID=R2012111540002044	途途是道	tú tú shì dào
RECID=R2012111540002045	途程	tú chéng
RECID=R2012111540002046	途路	tú lù
RECID=R2012111540002047	途辙	tú zhé
RECID=R2012111540002048	𨓈	kuò
RECID=R2012111540002049	逛	guàng
RECID=R2012111540002050	逛会	guàng huì
RECID=R2012111540002051	逛灯	guàng dēng
RECID=R2012111540002052	逛青	guàng qīng
RECID=R2012111540002053	逛荡	guàng dang
RECID=R2012111540002054	逛悠	guàng you
RECID=R2012111540002055	逛窑子	guàng yáo zi
RECID=R2012111540002056	逛景	guàng jǐng
RECID=R2012111540002057	逛街	guàng jiē
RECID=R2012111540002058	逛道儿	guàng dàor
RECID=R2012111540002059	逛游	guàng you
RECID=R2012111540002060	逛膀子	guàng bǎng zi
RECID=R2012111540002061	逖	tì
RECID=R2012111540002062	逖听	tì tīng
RECID=R2012111540002063	逢	féng
RECID=R2012111540002064	逢凶化吉	féng xiōng huà jí
RECID=R2012111540002065	逢巧	féng qiǎo
RECID=R2012111540002066	逢场	féng chǎng
RECID=R2012111540002067	逢场作戏	féng chǎng zuò xì
RECID=R2012111540002068	逢场作趣	féng chǎng zuò qù
RECID=R2012111540002069	逢时	féng shí
RECID=R2012111540002070	逢迎	féng yíng
RECID=R2012111540002071	逢集	féng jí
RECID=R2012111540002072	逢源	féng yuán
RECID=R2012111540002073	逢	páng
RECID=R2012111540002074	递	dì
RECID=R2012111540002075	递手货	dì shǒu huò
RECID=R2012111540002076	递升	dì shēng
RECID=R2012111540002077	递化	dì huà
RECID=R2012111540002078	递包袱	dì bāo fu
RECID=R2012111540002079	递加	dì jiā
RECID=R2012111540002080	递交	dì jiāo
RECID=R2012111540002081	递次	dì cì
RECID=R2012111540002082	递进	dì jìn
RECID=R2012111540002083	递更	dì gēng
RECID=R2012111540002084	递步哨	dì bù shào
RECID=R2012111540002085	递呈	dì chéng
RECID=R2012111540002086	递条子	dì tiáo zi
RECID=R2012111540002087	递补	dì bǔ
RECID=R2012111540002088	递转	dì zhuǎn
RECID=R2012111540002089	递变	dì biàn
RECID=R2012111540002090	递降	dì jiàng
RECID=R2012111540002091	递送	dì sòng
RECID=R2012111540002092	递换	dì huàn
RECID=R2012111540002093	递眼色	dì yǎn sè
RECID=R2012111540002094	递减	dì jiǎn
RECID=R2012111540002095	递禅	dì shàn
RECID=R2012111540002096	递解	dì jiè
RECID=R2012111540002097	递演	dì yǎn
RECID=R2012111540002098	递增	dì zēng
RECID=R2012111540002099	递嘻和	dì xī he
RECID=R2012111540002100	递嬗	dì shàn
RECID=R2012111540002101	通	tōng
RECID=R2012111540002102	通人	tōng rén
RECID=R2012111540002103	通力	tōng lì
RECID=R2012111540002104	通力合作	tōng lì hé zuò
RECID=R2012111540002105	通才	tōng cái
RECID=R2012111540002106	通才硕学	tōng cái shuò xué
RECID=R2012111540002107	通太	tōng tài
RECID=R2012111540002108	通夕	tōng xī
RECID=R2012111540002109	通习	tōng xí
RECID=R2012111540002110	通天	tōng tiān
RECID=R2012111540002111	通天眉	tōng tiān méi
RECID=R2012111540002112	通车	tōng chē
RECID=R2012111540002113	通水	tōng shuǐ
RECID=R2012111540002114	通气	tōng qì
RECID=R2012111540002115	通今	tōng jīn
RECID=R2012111540002116	通今博古	tōng jīn bó gǔ
RECID=R2012111540002117	通分	tōng fēn
RECID=R2012111540002118	通风	tōng fēng
RECID=R2012111540002119	通风机	tōng fēng jī
RECID=R2012111540002120	通风报讯	tōng fēng bào xùn
RECID=R2012111540002121	通风报信	tōng fēng bào xìn
RECID=R2012111540002122	通文达理	tōng wén dá lǐ
RECID=R2012111540002123	通方	tōng fāng
RECID=R2012111540002124	通计	tōng jì
RECID=R2012111540002125	通心粉	tōng xīn fěn
RECID=R2012111540002126	通巴	tōng bā
RECID=R2012111540002127	通书	tōng shū
RECID=R2012111540002128	通古博今	tōng gǔ bó jīn
RECID=R2012111540002129	通本	tōng běn
RECID=R2012111540002130	通电	tōng diàn
RECID=R2012111540002131	通史	tōng shǐ
RECID=R2012111540002132	通仙	tōng xiān
RECID=R2012111540002133	通令	tōng lìng
RECID=R2012111540002134	通用	tōng yòng
RECID=R2012111540002135	通用字	tōng yòng zì
RECID=R2012111540002136	通市	tōng shì
RECID=R2012111540002137	通讯	tōng xùn
RECID=R2012111540002138	通讯网	tōng xùn wǎng
RECID=R2012111540002139	通讯员	tōng xùn yuán
RECID=R2012111540002140	通讯社	tōng xùn shè
RECID=R2012111540002141	通讯录	tōng xùn lù
RECID=R2012111540002142	通讯赛	tōng xùn sài
RECID=R2012111540002143	通司	tōng sī
RECID=R2012111540002144	通皮	tōng pí
RECID=R2012111540002145	通式	tōng shì
RECID=R2012111540002146	通共	tōng gòng
RECID=R2012111540002147	通权达变	tōng quán dá biàn
RECID=R2012111540002148	通过	tōng guò
RECID=R2012111540002149	通存	tōng cún
RECID=R2012111540002150	通达	tōng dá
RECID=R2012111540002151	通同	tōng tóng
RECID=R2012111540002152	通吃	tōng chī
RECID=R2012111540002153	通则	tōng zé
RECID=R2012111540002154	通年	tōng nián
RECID=R2012111540002155	通传	tōng chuán
RECID=R2012111540002156	通行	tōng xíng
RECID=R2012111540002157	通行本	tōng xíng běn
RECID=R2012111540002158	通行证	tōng xíng zhèng
RECID=R2012111540002159	通关	tōng guān
RECID=R2012111540002160	通关手	tōng guān shǒu
RECID=R2012111540002161	通关节	tōng guān jié
RECID=R2012111540002162	通名	tōng míng
RECID=R2012111540002163	通论	tōng lùn
RECID=R2012111540002164	通奸	tōng jiān
RECID=R2012111540002165	通好	tōng hǎo
RECID=R2012111540002166	通观	tōng guān
RECID=R2012111540002167	通红	tōng hóng
RECID=R2012111540002168	通扯	tōng chě
RECID=R2012111540002169	通志	tōng zhì
RECID=R2012111540002170	通报	tōng bào
RECID=R2012111540002171	通材	tōng cái
RECID=R2012111540002172	通连	tōng lián
RECID=R2012111540002173	通邮	tōng yóu
RECID=R2012111540002174	通告	tōng gào
RECID=R2012111540002175	通体	tōng tǐ
RECID=R2012111540002176	通身	tōng shēn
RECID=R2012111540002177	通彻	tōng chè
RECID=R2012111540002178	通妥	tōng tuǒ
RECID=R2012111540002179	通条	tōng tiáo
RECID=R2012111540002180	通饬	tōng chì
RECID=R2012111540002181	通间	tōng jiān
RECID=R2012111540002182	通兑	tōng duì
